,unnamed: 0,sentence
44244,44244.0,Ekisaawe ky'e Wankulukuku kijjuza buli lwe wabaayo ekivvulu kyonna.
44245,44245.0,Kampala kye kibuga kya Uganda ekikulu.
44246,44246.0,Abaana abasinga tebaagala kusoma.
44247,44247.0,Abantu b'e Ntenjeru n'okutuusa kati bagaanye okugoberera amateeka agaabaweebwa.
44248,44248.0,Akabuga Nkokonjeru kalimu abavubuka bangi abatayagala kukola.
44249,44249.0,Ab'e Bukomansimbi baasalawo kusirika anti ne bwe boogera tewali abawuliriza.
44250,44250.0,"Amannya agamu gatuumibwa okusinziira ku ndabika, enneeyisa n'eddoboozi."
44251,44251.0,Ekiwuugulu kyamukanze bwe yabadde afulumye okunaaba ekiro.
44252,44252.0,Ekinyonyi Mpaabaana bwe kitaleekaana ndowooza olunaku teruziba!
44253,44253.0,"Ku mazaalibwa ga Kabaka agaggwa, abaana baavuga ppikipiki ng'abaweendule."
44254,44254.0,Enkoko eziwerera ddala ebiyumba bibiri zaamufaako oluvannyuma lw'okuzigema obulwadde.
44255,44255.0,Emmunyeenye eyakira abo abagyetaaga era ddala ne basanyusa.
44256,44256.0,"Kalandalugo bw'amera, kiba kizibu okumumalirawo ddala kuba mu buli mbeera asigala akula."
44257,44257.0,Eno endowooza gye mulina nkyamu nnyo.
44258,44258.0,Nnaalongo olwamala okuzaala ewa Ssalongo teyaddayo mbu yali yamutama dda.
44259,44259.0,Emmere n’enva bisaana kufumbibwa lumu omufumbi aleme kukoowa.
44260,44260.0,"Nga bali mu kusoberwa kuno, baasaba omusajja omugezigezi okubawa ku magezi."
44261,44261.0,"Abakazi abamu baagala bbumba, abalala ttaka ly’enju ery’obudongo n’ebirala."
44262,44262.0,"Wabula, ekigendererwa ky’emboozi eno si kukubiriza bantu butagenda mu malwaliro."
44263,44263.0,Olubuto lwe lwa myezi mukaaga.
44264,44264.0,Ennyukuta eno tulina okufaayo ennyo ku mateeka agagifuga.
44265,44265.0,Okuvuganya kuli mu bantu ate naddala ku mizig.
44266,44266.0,Emmotoka gye yagula yali nnene nnyo.
44267,44267.0,Okola otya okukozesa obutikitiki obwo ekkumi n'obutaano okusala ensalo?
44268,44268.0,Ebbaasa eteekebwamu ebintu by'obuvunaanyizibwa bingi.
44269,44269.0,Watereka ssente mmeka n'ekibiina ekyo?
44270,44270.0,Olowooza ekibookisi kyange ekyo ekikalu nnyinza kukiteekamu ebinusu bimeka?
44271,44271.0,Tulina okugumiikiriza okugezesebwa mu bulamu bwaffe.
44272,44272.0,Omulimi alina okumanya ku njoka n'engeri y'okuzitangiramu.
44273,44273.0,Baawakana nnyo kyokka nga ku bonna tewali amanyi kituufu.
44274,44274.0,Abantu babiri baafuluma ku mwaliiro guno ate abalala mukaaga ne bayingira.
44275,44275.0,Bino obadde obimanyi oba obiwulira buwulizi?
44276,44276.0,Abaana bwe baba nga batandika okwogera balina ebigambo ebibanguyira era bye balina okutandikirako.
44277,44277.0,Abaana baagenda e Lugogo era ne bakola n’ebigezo.
44278,44278.0,Abakayitako abo bakanoge bakatwale.
44279,44279.0,Abakazi abalungi Kamuli ka Looza.
44280,44280.0,Abalungi kwe banoga bateeke mu maka omwo.
44281,44281.0,Abamanyi babeerenga babiri nga waliwo n’omutyemuzi ow’enkalakkalira.
44282,44282.0,Abangereza abaava emitala w’amayanja.
44283,44283.0,Abantu b’ensi eno nga bazibu nnyo!
44284,44284.0,Abantu bangi baatandika okweyunira ewuwe.
44285,44285.0,"Abasajja n’abakazi, abalenzi n’abawala nga bajja bakaalakaala n’agaggo mu ngalo."
44286,44286.0,Abasomesa baasaba abazadde ssente z’okusomesa abayizi mu luwummula.
44287,44287.0,Abasomesa bazannye n'abayizi omupiira ogw’omukwano.
44288,44288.0,Abatalina mirimu gya nkalakkalira mu bibuga basaana badde mu byalo.
44289,44289.0,Abatontomi bakuteeka mu mbeera ki era batya?
44290,44290.0,Abatontomi bakuumye batya omudigido?
44291,44291.0,Abatontomi balaze bukodyo ki mu kutontoma?
44292,44292.0,Abatuuze b’oku kyalo bemulugunyiza olw'ebbula ly'amazzi.
44293,44293.0,Abawala abeetunda ku nguudo mu bibuga.
44294,44294.0,"Anti Omuganda agamba ""Abikka ebibiri tabojjerera""."
44295,44295.0,Abo abeewa ez’omu mba anti era be bazikuba.
44296,44296.0,Agenda okudda nga gweyaleseewo tamulabako!
44297,44297.0,Akabimbi akatono kakira olunene olutanyiridde.
44298,44298.0,Akamuli akavubufu ak’omubisi omuka ogwo.
44299,44299.0,Akamuli ako ne kabuna ne gye katali eyo.
44300,44300.0,Akamuli ka Looza kalabika bulungi nnyo!
44301,44301.0,Akamuli ka Looza teri akayitako!
44302,44302.0,Akasana akasembayo okwaka olw’eggulo kaba kaweeweevu bulungi.
44303,44303.0,Amaato amanene gaakolwa ba kakensa.
44304,44304.0,Anti enswaswa eteeyanula y’ereega engalabi.
44305,44305.0,"Omuganda agamba nti ""Atamuzadde amutikka jjinja""."
44306,44306.0,"Ate ggwe muliraanwa naawe otegana okusaba ekibbo, ggwe olina kujja nga otoola butoozi."
44307,44307.0,Ate ggwe osuubira nti aligumaza mbilo. Era tujja kumukwata.
44308,44308.0,Muganda wange ayagala nnyo muwala we Nakku.
44309,44309.0,Ayambye atya mu kukulaakulanya olulimi lwe.
44310,44310.0,Ayitiriza okumpaayiriza mu bintu ebitaliimu.
44311,44311.0,Baaayawukana tewali awuunye munne.
44312,44312.0,Baabadde bakyateesa ku ky’okumwokya ne poliisi ennawunyi we yatuukidde
44313,44313.0,Baagala okulyako ku mubisi omuwoomu.
44314,44314.0,Bonna baali ba ggume!
44315,44315.0,Baali ba mmizi era nga bakuuma ebyama.
44316,44316.0,Baambuulira nti omwagalwa wange mulwadde.
44317,44317.0,Baamukukunulayo ng’ali bukunya nga bweyazaalibwa.
44318,44318.0,Baasanyuka nnyo kubanga baafuna emmere.
44319,44319.0,Baasanze alya bulamu ne muganzi we.
44320,44320.0,Baatugambye nti omulwadde ali bubi nnyo.
44321,44321.0,Baavumagana nnyo era katono balwaane.
44322,44322.0,Abagenda okujja babeere mukaaga bokka.
44323,44323.0,Bakatwale beeyagale balye ku birungi.
44324,44324.0,Baleese ssukaali ku dduuka.
44325,44325.0,Bannansi baakanda kuwanjagira naye na tewali kikolebwa.
44326,44326.0,Bbula lya nsimbi lye libaleetedde ekyo.
44327,44327.0,Omusajja yeesimba mu mulyango nga n’okutemya tatemya.
44328,44328.0,"Kityo yaboggola, ffenna ne tuba nga abayiikiddwa omuzira!"
44329,44329.0,Beeyuna akamuli ako nga baagala okulyako.
44330,44330.0,Bino byonna byakolebwanga mu bubba nga abantu tebalina kyebamanyi.
44331,44331.0,Bintu ki by’oyiga mu kitontome ekyo?
44332,44332.0,Bintu ki ebiraga nti guno muzannyo?
44333,44333.0,Bintu ki omuntu by’ayinza okulabirako nti ekiwandiiko Kitontome?
44334,44334.0,Buli gwe walabangako ng’omwegomba!
44335,44335.0,Buli kye njogera nti nnyombye!
44336,44336.0,"Buli omu yagenda ajjudde obusungu, obuswandi n’okuluma obujiji."
44337,44337.0,Oli omwana nga bw’asituka okuzina ng’otuula! yali tasobola mu mazina.
44338,44338.0,Yabagamba nti okufa kw'omwana we tekyabadde kikulu nnyo kuba ajja kuzaala omulala.
44339,44339.0,Bwe kyakusembereranga nga kittujira kumu n’entujja y’omutima gwo.
44340,44340.0,Paulo ne Tom nabo tebaalutumira mwana.
44341,44341.0,Bino bye njogerako mwenna mubimanyi.
44342,44342.0,Byonna awamu biri bina.
44343,44343.0,Ddamu ebibuuzo byonna mu lulimi Oluganda.
44344,44344.0,Ddamu ebibuuzo byonna mu mabanga agalekeddwa.
44345,44345.0,Ebbaluwa nagikwasa mukama wange naagisomamu.
44346,44346.0,Ebibuuzo eby’okusoma bwino biggyibwe mu butabo bw’Oluganda obw’enjawulo.
44347,44347.0,Ebigambo ebisaziddwako bikoze nga ki mu mboozi zino wammanga?
44348,44348.0,Ebika by’Abaganda bisoba mu kkumi.
44349,44349.0,Ebintu omutontomi by’atulaga bajjajjaffe bye baakyawa bikola ki mu kukula kwaffe?
44350,44350.0,Ebirungi ki ebiri mu Kamuli ka Looza?
44351,44351.0,Ebisale by’essomero Nsereko byali bimulemye okusasula .
44352,44352.0,Eby’obufuzi by’etaaga abantu abakalukalu.
44353,44353.0,Ebyo yabyogera n’okutuula atudde ku ntebe.
44354,44354.0,Ebyobuwangwa by’Abaganda binaakuumibwa mu ngeri eyo.
44355,44355.0,"Ebyuma by’abalimi byanyagirwa ku nsalo za Yuganda ne ""Kenya""."
44356,44356.0,"Eeee, wamma ggwe nga nkulabira!"
44357,44357.0,Ekibiina kyonna kyabwatuka enseko olw'ebigambo byeyali ayogera.
44358,44358.0,Ekisa kitta n’enge etta.
44359,44359.0,"Ekitontome kituukidde ku mutwe gwa kyo, era kitya?"
44360,44360.0,Eno embeera ekwogeza munno ky’atalyerabira.
44361,44361.0,Ekyali wali kyamanyikako ku mbaga emu yokka ng’eno ye ya Majanja.
44362,44362.0,"Ekyanneewuunyisa, buli omu, yanzikiriza ne muyitako!"
44363,44363.0,Ekyavaamu yasalawo akome mu kkubo akomewo si kulwa nga mukazi we amunyiigira.
44364,44364.0,"Ekyeya kizadde leenya ku lukalu lwa ""Africa""."
44365,44365.0,Ekyo nno kye kyatusesa enseko okubula okutuggwa ku matama.
44366,44366.0,Ekyuma kye bawaasisa emmere gye twalya.
44367,44367.0,Emboozi eyo osobola kugiwa mutwe ki ogugisaana?
44368,44368.0,Emmotoka eyo ye yatta Mukasa!
44369,44369.0,Empale yange eyulise wakati wayo.
44370,44370.0,Eno y'empandiika y’Oluganda entongole.
44371,44371.0,Engeri y’okusunsulamu abo abafunyise egenda kuteesebwako enkya.
44372,44372.0,"Webaleetera emmere, enjala yali yatulumye dda."
44373,44373.0,Enjuki be basajja beeyuna akamuli ako.
44374,44374.0,Enkoko okutuula ku magi esobole okwalula
44375,44375.0,Enku ez’okufumba emmere ziri wa?.
44376,44376.0,Ennyiriri zino zitegeeza ki?
44377,44377.0,Omukyala bamusanga yeekeja era awembejja oluvubuka lwe.
44378,44378.0,Enteekateeka eno etegekeddwa bulungi nnyo!
44379,44379.0,Enteekateeka eno yakuzingiramu ebibuuzo n’okuvuganya okwetoloolera ku minyusi gino
44380,44380.0,Naye lwaki ojooga nnyo banno?
44381,44381.0,Erinnya erikuweereddwa liteeke mu lubu lw’erinnya olukuweereddwa mu bukomera.
44382,44382.0,Enkolagana yaabwe yaggwawo dda.
44383,44383.0,Essanyu teribeerangako lya lubeerera.
44384,44384.0,"Ettaka eriremera ku muntu ava okulima, baliyita batya?"
44385,44385.0,Fenna ne tuzuukuka tugende okulonda omukulembeze w’eggwanga.
44386,44386.0,Genda e Kampala ongulireyo engoye.
44387,44387.0,"Ggwe wamma ng’omuganda bw’ayogera, omuwala oli bamufukako amazzi n’oganywa!"
44388,44388.0,Guli gwali mugomyo ddala!
44389,44389.0,Abagole bafuna omukisa omulungi.
44390,44390.0,Jjuza ebisoko ebituufu mu mabanga agalekeddwa.
44391,44391.0,Ka ngira mmussa akasiriso naye bwe nadda anandaba akanfamu.
44392,44392.0,Ka ngende eka nkooye.
44393,44393.0,Kale bwatyo n’afiira muli ekiniga.
44394,44394.0,"Kale ka tuzimbe Buganda nga tusomesa, nga twagazisa Abaganda ebyabwe."
44395,44395.0,Kale ka tuzimbe Oluganda nga tuyita mu nteekateeka eno.
44396,44396.0,Kalingu nga bw’akusomesa obuwangwa bwa bajjajjaffe toyinza butatoola.
44397,44397.0,Kalingu yagenda n’awoomerera nga enningu yennyini.
44398,44398.0,Nfunirayo akamuli ka Looza.
44399,44399.0,Kamuli ka Looza akeegombebwa abalungi!
44400,44400.0,Kasolo yagenda okukomawo emitala w’amayanja yasanga kitaawe yafa dda.
44401,44401.0,Katonda eyakumma nze ye yampa.
44402,44402.0,"Omwami oyo yajja n’ebirungi bingi, nfaafa, ntoko, lukunkumuli, ku kyalo ekyo."
44403,44403.0,Kawaganya yali musajja atyo atyo.
44404,44404.0,Kawere yagenderera ki okuwandiika akatabo ako?
44405,44405.0,Kawuma baamubuuza ssente z’essomero.
44406,44406.0,Kayiwa omutuuze mu Nsike zooni mu Ndeeba.
44407,44407.0,Kayiwa y’omu ku baagudde mu kitimba kino.
44408,44408.0,Ekikonyogo bakikasuka kulaalira kidda na birimba.
44409,44409.0,Kino kikolebwe mu bulango mu pulogulaamu zonna ezikolebwa.
44410,44410.0,Kino kiviiriddeko abantu bangi okubikyawa n’okubirwanyisa biggweerewo ddala .
44411,44411.0,Kirungi pulogulaamu eno ebeerewo ku Lwomukaaga n’Olwessande.
44412,44412.0,Kisuule baamukwata nga abbye akagaali.
44413,44413.0,Kityo yamwegayiridde amusonyiwe olw’kufunyisa muwala we olubuto.
44414,44414.0,Ku kyalo ekyo kwaliko omwami nga ayitibwa Kakandde.
44415,44415.0,Ku lunaku lw’amatikkira abantu bonna baayambala ne batonya mmooli.
44416,44416.0,Ku mulindi ogwo baateesa kupakira
44417,44417.0,Kuba yali musajja mulungi nga wa kisa ate nga munyumya.
44418,44418.0,Kubaganya ebirowoozo ku nsonga eno.
44419,44419.0,Kwe kutambulako alabe nga agiddiza eyagimukwanga.
44420,44420.0,Kya kusaalirwa nti ebintu ebikwata ku Byobuwangwa by’Abaganda bitunuuliddwa nnyo ng’ebya wansi!
44421,44421.0,Kye yava amegerera n’akamegerero akaabuna amatama nga n’obusulubu bwemasaggamasagga.
44422,44422.0,Kyokka kati ebibuuzo tugenda kubigwa.
44423,44423.0,Kyusa ekitundu kino okizze mu Luganda.
44424,44424.0,Laga eby’obuwangwa eby’enjawulo ebiri mu lugero olwo lwosomye.
44425,44425.0,Laga obunkenke obw’enjawulo obusangibwa mu muzannyo ogwo.
44426,44426.0,"Lino nno nakimanya luvannyuma nti, lyali lik’omwami w’ekyalo ekyo kwe twali."
44427,44427.0,"Liri teryali ddembe, naye kwali kulya bulamu!"
44428,44428.0,Londa emitwe ebiri ku gino egikuweereddwa buli gumu oguwandiikeko emboozi
44429,44429.0,Lule agenda kulinnya bbaasi.
44430,44430.0,Luliba lumu ne twolekaganya obwanga.
44431,44431.0,Lwe twagenda e Baamunaanika twakoowa nnyo.
44432,44432.0,Maama yatulagidde tugende mu kibira.
44433,44433.0,Matovu akasajja kaamusiba enkalu.
44434,44434.0,Menya ensonga ezinaatujjukizanga bajjajjaffe abo ab’edda era abaafa.
44435,44435.0,Mmaliriza olukangaga luno wammanga.
44436,44436.0,Abo bannaffe abaayiga okubiwaaniriza.
44437,44437.0,"Mu bintu ebingi, enfaafa bye yajja nabyo, mwalimu mukyala we."
44438,44438.0,Mu bujjuvu laga obukodyo omuwandiisi bw’akozesa mu katabo kano.
44439,44439.0,Mu butuufu ekyalo kyonna kyali kiweddeyo.
44440,44440.0,Mu maka omwo keeyagaza nnyinimu nkugambye!
44441,44441.0,Mu mbeera eno gye tulimu omuli okusoomoozebwa n’okumiribwa kw’Amawanga.
44442,44442.0,Mpa ensonga eziviirako abaana okwediima mu masomero ensangi zino.
44443,44443.0,Mukasa abadde afudde olwaleero!
44444,44444.0,Mukwano gwo enfiirabulago akusabye okukulira enkiiko ze ez’okuteekateeka embaga ye ey’obugole.
44445,44445.0,Mukwano gwo enfiirabulago yabuze ku ssomero n’agenda gye yakutegeezezzaako kyokka n’afiirayo.
44446,44446.0,Mulamwa ki omukulu oguli mu kitontome kino?
44447,44447.0,Munnange bwe twali ku ndeku gye baatuwa teyandekeramu.
44448,44448.0,Kale yali yeewaana olw’obusente obutono bwe yali afunye kyokka kati yayavuwala.
44449,44449.0,Muwandiikire ebbaluwa ng’omwetondera.
44450,44450.0,N’alyoka akuba Nakku oluuso n’atambula nga n’obusekoseko bumubugaanye ku matama.
44451,44451.0,N’atwalibwa muganzi we okukyakalako mu kafo akamu mu Nakawa.
44452,44452.0,N’ava we yali atudde najja asikambule mukazi we.
44453,44453.0,N’ebamuggyako omunyago n’atwalibwa ku poliisi.
44454,44454.0,N’ezizza abaana mu ssomero zaabula.
44455,44455.0,Ebbaluwa yagiddamu nga yenna yeewoomya.
44456,44456.0,Wabula Nabuuma alina omululu!
44457,44457.0,Nagenze buggereggere ne mukwata lubona nga yeetikka ekitundutundu ky’amanda gange.
44458,44458.0,Nakafeero gye yabadde agenze ne muganzi we ne bamuwondera.
44459,44459.0,Nakafeero kigambibwa nti yasibidde omwana we ow’omwaka ogumu n’ekitundu mu nnyumba.
44460,44460.0,Nakafeero yatemezza ku mukwano gwe Nantume nga bwe yabadde afunye amuwaamu.
44461,44461.0,Nakanda kugamba tugende nga ye asuddeyo gwa nagamba era ebyaddirira tebyali birungi.
44462,44462.0,Nakanda kumwetayirira ambuulire kwe yasinziira okutwala ebintu byange.
44463,44463.0,Nakato omutuuze mu kibuga ky’e Busia mu zooni eyitibwa Arubaine.
44464,44464.0,Nakato yagezezzaako nnyo okwegayirira bamusonyiwe kyokka ne bagenda mu maaso n’okumukuba.
44465,44465.0,Omuwala amusumuludde natti n’aleka ng’omutima gwe gwonna agumerengudde!
44466,44466.0,Omuwala yali amanyi bulungi nti abalenzi bano baali banywanyi.
44467,44467.0,Omwana muwala oli yali mulungi okukamala!
44468,44468.0,Kwolwo teyasobola kumulaba n’olwekyo ebbaluwa yagikwasa munne.
44469,44469.0,Nalaba buli wamu nga waliwo omusirikale.
44470,44470.0,"Nalaba guli gutyo, nze nenvaawo era ebyaddirira, saabirinda."
44471,44471.0,Nambassa mwana wa mpisa mbi era tekimugaana kubuuza mugenyi nga yeesimbye.
44472,44472.0,Namugamba nti nze njagala annyanjule mu bakadde.
44473,44473.0,Namusisi baamugamba okugenda okuwummulira ewa jjajjaawe.
44474,44474.0,Nange nja kutuuka awo w’oli.
44475,44475.0,Nawulira bannangira buli kantu konna akali ku nsi.
44476,44476.0,Ekintu ekyo teyakyanjulira munne.
44477,44477.0,"Omuganda agamba nti, “Omwangu yatta enswa.”"
44478,44478.0,"Nga omulungi bwatabulako kamogo, omuwala oyo yali afuka ku buliri!"
44479,44479.0,"Ne bwe kinaaba kitegeeza kugenda mu kkooti, nja kugendayo."
44480,44480.0,"Newankubadde teyayogera mangu, yali omuwala amweyagaliza."
44481,44481.0,Yagimuwa agyetikke agitwale ewa mwana muwala.
44482,44482.0,Yaliko n’empeekera ey’eggwalajjana nga nalyo liri bukunya.
44483,44483.0,"Ng’oggyeeko ebyokunywa ebyali wali, kwaliko n’ebyokulya bingi nnyo."
44484,44484.0,Ng’omwana waakuleka ng’amusibidde mu nju amusange nga busaasaana.
44485,44485.0,Nga bw’agamba nti ajja kuzaala omulala n’omusajja eyamuzaalamu yamukoowa dda.
44486,44486.0,Ekyo kyalaga nti Nakku naye yali asiimye Paulo.
44487,44487.0,Kano kasikiriza nnyo buli ayitawo!
44488,44488.0,"Nga naye muli agamba nti, “Eyeesitukidde tanywa matabangufu”."
44489,44489.0,Ebyo tebabyogedde ku ggwe.
44490,44490.0,Nja kulinda Bbalaza ndyoke nzire ewaffe.
44491,44491.0,Nkudde erinnyo lyange leero.
44492,44492.0,Nnawuliranga ng’abagamba nti nze nnali mbamalidde ebintu ku kyalo.
44493,44493.0,Nnyinimu nkugambye n’asanyulwa akamuli ke.
44494,44494.0,Nnyonnyola amakulu agali mu ngero zino.
44495,44495.0,Nnyonnyola amakulu g’ebigambo ebisaziddwaako mu mboozi.
44496,44496.0,Nnyonnyola ebintu eby’enjawulo ebiraga nti Abatulege baali babisi nnyo.
44497,44497.0,Nnyonnyola engeri bbiri omuwandiisi ze yeeyambisizza okutonda amaloboozi mu kitontome kino.
44498,44498.0,Ye ne muliranwa bamaze okweggyamu enfuufu mu maaso.
44499,44499.0,Nsawonkadde teyasobolera ddala kumanya nti mukazi we yali mwenzi.
44500,44500.0,Bukenya yakwatibwa obusungu obungi!
44501,44501.0,Yatandulula ebigere ayolekere olugendo lwe.
44502,44502.0,Nze nali mugaanyi okujja.
44503,44503.0,Nze saggya maaso ku Bbuukuuli kyokka nga nfuba obutandaba nga zinkunya.
44504,44504.0,Oba bwali buti bwa mbooko bwe bwajegemeza eddoboozi lya Nnakibunga?
44505,44505.0,"Obeera kuba ggwe, wandikoze ki?"
44506,44506.0,Obubonero bwa buli kitundu nga bwongerezebwa ku lusiike oluwedde.
44507,44507.0,Teesa obudde puloguloomu mw’eba ekwajjira.
44508,44508.0,Obukulembeze ng’Omuganda ye bw’abutegeera.
44509,44509.0,Onagenda ne mugandawo enkya?
44510,44510.0,Akasajja akatono okanyoomera mitala wa mugga.
44511,44511.0,Okubaako ebinnyonnyolwa n’okutegeeza ebijja mu maaso.
44512,44512.0,Okubasigamu omutima omutakabanyi eri ebyabwe n’okubayigisa empisa ey’okwekulaakulyanyisa mu byobuwangwa.
44513,44513.0,Okubibaagazisa wamu n’okubayigiriza okubitakabanira.
44514,44514.0,Okugenda okulaba ku basomesa nga bazannya omupiira n’abayizi baabwe.
44515,44515.0,Okukuuma n’okutumbula eby’Obuwangwa by’Abaganda.
44516,44516.0,Okukyusa endowooza z’abant ze balina ku by’obuwangwa; baleme kubikyawa.
44517,44517.0,Okukyusa endowooza z’abantu n’obukyayi bwe balina ku byobuwangwa byabwe batandike okubyeyagaliramu.
44518,44518.0,Okola otya okumanya nti omwana oyo munyoomi?
44519,44519.0,Okumanyisa abantu ebyo ebibeetoolodde mu ngeri esanyusa.
44520,44520.0,Okunyenya ku galiba enjole kitegeeza kuzina mazina.
44521,44521.0,Si kyangu kusanyusa abantu bonna.
44522,44522.0,Okusiga omutima ogusanyukira era ogwagala wamu n’okutakabanira eby’obuwangwa.
44523,44523.0,Okusikiriza obulungi abakayitako awo.
44524,44524.0,Okusoma ekitundu n’oddamu ebibuuzo.
44525,44525.0,Okusomesa ebyobuwangwa by’Abaganda.
44526,44526.0,Okuteesa tekusobola kumalawo lutalo oluli mu mambuka ga Yuganda.
44527,44527.0,"Okuva awo ky’ava abuuka n’alaliira, n’atontomera Ddungu olukunkumuli lw’amatendo!"
44528,44528.0,Yita abagenda okwetaba mu Pulogulaamu.
44529,44529.0,Si kyangu kuyungulula amakulu agabirimu!
44530,44530.0,Okuzibula nga kamukubye ekigwo vvoomwange.
44531,44531.0,Okwogera mu ngeri ey’amakulu mu mbeera yonna.
44532,44532.0,Okwogiwaza obwongo bw’abantu mu ngeri zonna.
44533,44533.0,Olugero lutuukira lutya ku bulamu bwaffe obwa bulijjo?
44534,44534.0,Olumbe lumulumye nnyo era kati gino emyezi mukaaga.
44535,44535.0,Olumbe lwaluma Ssekiziyivu!
44536,44536.0,Olupapula luno lulimu ebitundu bibiri
44537,44537.0,Olupimo olunaakozesebwa okusunsula mu bamanyi.
44538,44538.0,Olwo lubeerangawo ku majaguza g’amazaalibwa ga Kabaka.
44539,44539.0,Enyumba yakwata omuliro ku ssaawa nga kkumi ez’ekiro.
44540,44540.0,Fuba oluyimba lwo luleme kusukka ddakiika ttaano.
44541,44541.0,"Olw’okutya okungi, ebigambo ebyayogerwa saabitegeera."
44542,44542.0,Olwali olwo nga Ng’olunaku lutuuse.
44543,44543.0,Omanyi nze engeri gye ndimu ekirwadde ky’entunnunsi saagalira ddala binkanga.
44544,44544.0,Omanyi yali wa kitemamu.
44545,44545.0,Omu ku bakyala be ali olubuto.
44546,44546.0,Omubbi eyali yeekwetulira emmanju wa ba Nankabirwa yasangayo emisegula gy’embwa.
44547,44547.0,Omubisi omuka ogwo gubeejagaza okufaako.
44548,44548.0,Omuganda alamula atya embeera ez’enjawulo?
44549,44549.0,Omuganda anyumya atya?
44550,44550.0,Omukazi n’amala annimba ne mugwikiriza obulungi nti!
44551,44551.0,Omukazi ono yali aganzizzayo oluvubuka oluto awo kumpi n’amaka mwe yafumbanga.
44552,44552.0,Omukazi ono yali mwenzi nnyo era nga ddala bamuteza bitimba.
44553,44553.0,"Omukazi yalombojja byonna, twangenda okuwulira ng’atandise."
44554,44554.0,Omukisa omulungi olw’omubisi omuwoomu.
44555,44555.0,Omukyala essiguze yafumbira bba emmere ya matooke.
44556,44556.0,Omukyala kino yali akifudde luyimba era ng’akikola ntakera.
44557,44557.0,Omukyala yeerwanako era naasala amagezi naddira enfuufu naagiyiira muliraanwa.
44558,44558.0,Omukyula yamusiibula era olwayawukana n’omukyala n’akwata ekkubo eddala.
44559,44559.0,Omumanyi tasobodde kukyanukula bulungi.
44560,44560.0,Omusajja gwe nagenda okwewolako ssente yanefuulira.
44561,44561.0,"Omusajja oyo yakambuwala, era buli mukazi gw’awasa amulemererwa."
44562,44562.0,Omusango gw’ajulira Ssemitego.
44563,44563.0,Omusango gwe yazza gwa nagomola anti bamusibye mayisa.
44564,44564.0,Omusiiyiisi aweerewo ekyokuddamu abantu basobole okugoberera obulungi.
44565,44565.0,Omusomesa yatugambanga nti tusome ebitabo nga tuli mu kuliisa bijanjalo mpiso
44566,44566.0,Omuti okukunkumula ebikoola okw’omusana.
44567,44567.0,Omutindo gw’eby’empuliziganya gulongoose nnyo mu Yuganda ya leero.
44568,44568.0,Omutwe gwe gwali musoobolokofumu katono nga n’amatu gaakwo gagutuukirako bulungi.
44569,44569.0,Omuwala oyo tamanyi kwogera.
44570,44570.0,Omuwala twakanda kumubuuza gye yawakula olubuto nga tawuuna!
44571,44571.0,Omwana gwe natumye obw’enkya na buli kati talabikako.
44572,44572.0,Omwana gwe twatumye okuleeta eddagala ly’omulwadde yakomyewo dda.
44573,44573.0,Omwana muwala oyo eby’okusoma tajja kubisobola.
44574,44574.0,Omwana wa ssengaawo oba omuyita otya?
44575,44575.0,Omwenge gwe baatugabula gwali muwoomu.
44576,44576.0,Omwenge kyakunywa kibi ddala.
44577,44577.0,Osanga ettyeetyemuko naye lye lyamutyetyemusa olwo ffena ne tutyetyemukira wamu.
44578,44578.0,Oweereddwa ebisale by’essomero okubisasula mu bbanka.
44579,44579.0,Omubbi yalaajanye nnyo eri abatuuze.
44580,44580.0,"Luno lee lunaku ""Paapa"" lwe yayogera eri abavubuka."
44581,44581.0,Era teyasibamu wadde okubandaala.
44582,44582.0,Yaddira n’akuutiza erinnya lya mukwano gwe naayiwako erirye.
44583,44583.0,Matovu yalina mukwano gwe Kakooza.
44584,44584.0,Poliisi ezze okukuggyako obujulizi.
44585,44585.0,"Pulogulaamu ejja kubeeranga ya maaso ku maaso ng’abamanyi bagasimbagana n’abasiiyiisi mu ""studio""."
44586,44586.0,Pulogulaamu etwale ebbanga lya ssaawa emu n’ekitundu okutuuka ku bbiri.
44587,44587.0,Yanguwa otuuke nga pulogulaamu nga tennatandika.
44588,44588.0,Saawa mmeka ezisoboka olw’enteekateeka eno?
44589,44589.0,Ssemitego bwe yajja omusango ne gulyoka guwulirwa.
44590,44590.0,"Temulema kugamba nti, nga n’owemmindi atutubikamu ne yeggweera."
44591,44591.0,Teyalwa n’abuulirako munne ku byaliwo.
44592,44592.0,Teyamala budde nga atandika kusumulula bbaluwa.
44593,44593.0,Wabula agenda okusoma ebbaluwa nga eri mu kuwaana munne.
44594,44594.0,Omulenzi teyalwa ng’awandiika mukuuku gwa bbaluwa.
44595,44595.0,Yasaba mangu nnyo mukwano gwe amutuusize mangu obubaka.
44596,44596.0,Ye yasinga okufa amabbabbanyi ng’alabye ku mwana muwala.
44597,44597.0,Yenna yali amaze okutenguka emmeeme ku lulwe.
44598,44598.0,"Tubyagale, tubyeyagaliremu ate n’okusinga ennyo tubitakabanire."
44599,44599.0,Tujja kuvaayo amangu ddala ng'omukolo guwedde.
44600,44600.0,Tuyinza okusanga ng’aweddewo.
44601,44601.0,Twali tetulina nsimbi za kulinnya mmotoka.
44602,44602.0,Twetaaga nnyo enteekateeka emanyisa Abaganda ebyabwe.
